flu_season,region,age_class,population
2010-2011,North Dakota,25-29,50610.96800000001
2010-2011,North Dakota,30-34,43087.716
2010-2011,North Dakota,35-39,36932.328
2010-2011,North Dakota,40-44,38300.191999999995
2010-2011,North Dakota,45-49,43771.648
2010-2011,North Dakota,5-9,43087.716
2010-2011,North Dakota,50-54,50610.96800000001
2010-2011,North Dakota,55-59,46507.376000000004
2010-2011,North Dakota,60-64,40351.988000000005
2010-2011,North Dakota,65-69,25305.484000000004
2010-2011,North Dakota,70-74,22569.756
2010-2011,North Dakota,75-79,15730.436
2010-2011,North Dakota,80-84,17098.3
2010-2011,North Dakota,85+,17098.3
2010-2011,North Dakota,total,683932.0
2010-2011,Ohio,0-5,704242.0109999999
2010-2011,Ohio,10-14,761966.7660000001
2010-2011,Ohio,15-19,808146.5700000001
2010-2011,Ohio,20-24,773511.7170000001
2010-2011,Ohio,25-29,715786.9619999999
2010-2011,Ohio,30-34,704242.0109999999
2010-2011,Ohio,35-39,692697.0599999999
2010-2011,Ohio,40-44,761966.7660000001
2010-2011,Ohio,45-49,819691.521
2010-2011,Ohio,5-9,750421.8150000001
2010-2011,Ohio,50-54,888961.227
2010-2011,Ohio,55-59,796601.6190000001
2010-2011,Ohio,60-64,715786.9619999999
2010-2011,Ohio,65-69,484887.94200000004
2010-2011,Ohio,70-74,380983.38300000003
2010-2011,Ohio,75-79,300168.726
2010-2011,Ohio,80-84,242443.97100000002
2010-2011,Ohio,85+,230899.02000000002
2010-2011,Ohio,total,11544951.0
2010-2011,Oklahoma,0-5,265405.56
2010-2011,Oklahoma,10-14,261614.05200000003
2010-2011,Oklahoma,15-19,265405.56
2010-2011,Oklahoma,20-24,272988.57600000006
2010-2011,Oklahoma,25-29,265405.56
2010-2011,Oklahoma,30-34,250239.52800000002
2010-2011,Oklahoma,35-39,235073.49599999998
2010-2011,Oklahoma,40-44,231281.98799999998
2010-2011,Oklahoma,45-49,250239.52800000002
2010-2011,Oklahoma,5-9,257822.54400000002
2010-2011,Oklahoma,50-54,265405.56
2010-2011,Oklahoma,55-59,242656.51200000002
2010-2011,Oklahoma,60-64,216115.956
2010-2011,Oklahoma,65-69,159243.336
2010-2011,Oklahoma,70-74,128911.27200000001
2010-2011,Oklahoma,75-79,94787.70000000001
2010-2011,Oklahoma,80-84,72038.652
2010-2011,Oklahoma,85+,60664.128000000004
2010-2011,Oklahoma,total,3791508.0
2010-2011,Oregon,0-5,240055.258
2010-2011,Oregon,10-14,243927.117
2010-2011,Oregon,15-19,247798.976
2010-2011,Oregon,20-24,263286.412
2010-2011,Oregon,25-29,263286.412
2010-2011,Oregon,30-34,267158.271
2010-2011,Oregon,35-39,243927.117
2010-2011,Oregon,40-44,259414.553
2010-2011,Oregon,45-49,255542.69400000002
2010-2011,Oregon,5-9,232311.53999999998
2010-2011,Oregon,50-54,274901.989
2010-2011,Oregon,55-59,271030.13
2010-2011,Oregon,60-64,255542.69400000002
2010-2011,Oregon,65-69,174233.655
2010-2011,Oregon,70-74,131643.206
2010-2011,Oregon,75-79,92924.61600000001
2010-2011,Oregon,80-84,73565.321
2010-2011,Oregon,85+,77437.18000000001
2010-2011,Oregon,total,3871859.0
2010-2011,Pennsylvania,0-5,726344.502
2010-2011,Pennsylvania,10-14,790058.932
2010-2011,Pennsylvania,15-19,892002.0200000001
2010-2011,Pennsylvania,20-24,879259.1340000001
2010-2011,Pennsylvania,25-29,790058.932
2010-2011,Pennsylvania,30-34,751830.2740000001
2010-2011,Pennsylvania,35-39,751830.2740000001
2010-2011,Pennsylvania,40-44,828287.5900000001
2010-2011,Pennsylvania,45-49,930230.678
2010-2011,Pennsylvania,5-9,751830.2740000001
2010-2011,Pennsylvania,50-54,993945.108
2010-2011,Pennsylvania,55-59,904744.906
2010-2011,Pennsylvania,60-64,790058.932
2010-2011,Pennsylvania,65-69,560686.984
2010-2011,Pennsylvania,70-74,433258.124
2010-2011,Pennsylvania,75-79,356800.80799999996
2010-2011,Pennsylvania,80-84,305829.264
2010-2011,Pennsylvania,85+,318572.15
2010-2011,Pennsylvania,total,12742886.0
2010-2011,Puerto Rico,0-5,214988.02
2010-2011,Puerto Rico,10-14,266881.68000000005
2010-2011,Puerto Rico,15-19,285415.13
2010-2011,Puerto Rico,20-24,266881.68000000005
2010-2011,Puerto Rico,25-29,229814.78
2010-2011,Puerto Rico,30-34,240934.85
2010-2011,Puerto Rico,35-39,229814.78
2010-2011,Puerto Rico,40-44,252054.92
2010-2011,Puerto Rico,45-49,244641.54
2010-2011,Puerto Rico,5-9,226108.09
2010-2011,Puerto Rico,50-54,237228.16
2010-2011,Puerto Rico,55-59,218694.71000000002
2010-2011,Puerto Rico,60-64,222401.4
2010-2011,Puerto Rico,65-69,185334.5
2010-2011,Puerto Rico,70-74,140854.22
2010-2011,Puerto Rico,75-79,100080.63
2010-2011,Puerto Rico,80-84,74133.8
2010-2011,Puerto Rico,85+,63013.73
2010-2011,Puerto Rico,total,3706690.0
2010-2011,Rhode Island,0-5,55719.006
2010-2011,Rhode Island,10-14,62026.81800000001
2010-2011,Rhode Island,15-19,77796.34800000001
2010-2011,Rhode Island,20-24,82001.556
2010-2011,Rhode Island,25-29,66232.026
2010-2011,Rhode Island,30-34,63078.119999999995
2010-2011,Rhode Island,35-39,63078.119999999995
2010-2011,Rhode Island,40-44,70437.23400000001
2010-2011,Rhode Island,45-49,77796.34800000001
2010-2011,Rhode Island,5-9,60975.515999999996
2010-2011,Rhode Island,50-54,82001.556
2010-2011,Rhode Island,55-59,72539.838
2010-2011,Rhode Island,60-64,63078.119999999995
2010-2011,Rhode Island,65-69,44154.684
2010-2011,Rhode Island,70-74,31539.059999999998
2010-2011,Rhode Island,75-79,27333.852000000003
2010-2011,Rhode Island,80-84,24179.946
2010-2011,Rhode Island,85+,26282.550000000003
2010-2011,Rhode Island,total,1051302.0
2010-2011,South Carolina,0-5,304149.95
2010-2011,South Carolina,10-14,299470.72000000003
2010-2011,South Carolina,15-19,327546.10000000003
2010-2011,South Carolina,20-24,336904.56000000006
2010-2011,South Carolina,25-29,299470.72000000003
2010-2011,South Carolina,30-34,294791.49
2010-2011,South Carolina,35-39,290112.26
2010-2011,South Carolina,40-44,313508.41000000003
2010-2011,South Carolina,45-49,322866.87000000005
2010-2011,South Carolina,5-9,299470.72000000003
2010-2011,South Carolina,50-54,327546.10000000003
2010-2011,South Carolina,55-59,308829.18
2010-2011,South Carolina,60-64,299470.72000000003
2010-2011,South Carolina,65-69,224603.04
2010-2011,South Carolina,70-74,159093.82
2010-2011,South Carolina,75-79,116980.75
2010-2011,South Carolina,80-84,84226.14000000001
2010-2011,South Carolina,85+,70188.45
2010-2011,South Carolina,total,4679230.0
2010-2011,South Dakota,0-5,58509.82199999999
2010-2011,South Dakota,10-14,54389.412000000004
2010-2011,South Dakota,15-19,59333.90400000001
2010-2011,South Dakota,20-24,58509.82199999999
2010-2011,South Dakota,25-29,54389.412000000004
2010-2011,South Dakota,30-34,50269.002
2010-2011,South Dakota,35-39,46148.592
2010-2011,South Dakota,40-44,50269.002
2010-2011,South Dakota,45-49,56037.576
2010-2011,South Dakota,5-9,56037.576
2010-2011,South Dakota,50-54,60157.986
2010-2011,South Dakota,55-59,52741.248
2010-2011,South Dakota,60-64,48620.838
2010-2011,South Dakota,65-69,33787.361999999994
2010-2011,South Dakota,70-74,26370.624
2010-2011,South Dakota,75-79,21426.132
2010-2011,South Dakota,80-84,17305.722
2010-2011,South Dakota,85+,20602.050000000003
2010-2011,South Dakota,total,824082.0
2010-2011,Tennessee,0-5,397007.886
2010-2011,Tennessee,10-14,429024.651
2010-2011,Tennessee,15-19,429024.651
2010-2011,Tennessee,20-24,441831.357
2010-2011,Tennessee,25-29,416217.945
2010-2011,Tennessee,30-34,416217.945
2010-2011,Tennessee,35-39,403411.239
2010-2011,Tennessee,40-44,435428.004
2010-2011,Tennessee,45-49,461041.416
2010-2011,Tennessee,5-9,403411.239
2010-2011,Tennessee,50-54,461041.416
2010-2011,Tennessee,55-59,422621.298
2010-2011,Tennessee,60-64,390604.533
2010-2011,Tennessee,65-69,281747.532
2010-2011,Tennessee,70-74,217714.002
2010-2011,Tennessee,75-79,160083.825
2010-2011,Tennessee,80-84,108857.001
2010-2011,Tennessee,85+,108857.001
2010-2011,Tennessee,total,6403353.0
2010-2011,Texas,0-5,1951275.756
2010-2011,Texas,10-14,1899926.3940000003
2010-2011,Texas,15-19,1899926.3940000003
2010-2011,Texas,20-24,1874251.713
2010-2011,Texas,25-29,1848577.0320000001
2010-2011,Texas,30-34,1822902.3509999998
2010-2011,Texas,35-39,1771552.989
2010-2011,Texas,40-44,1745878.3080000002
2010-2011,Texas,45-49,1745878.3080000002
2010-2011,Texas,5-9,1976950.437
2010-2011,Texas,50-54,1694528.946
2010-2011,Texas,55-59,1463456.817
2010-2011,Texas,60-64,1258059.369
2010-2011,Texas,65-69,898613.8350000001
2010-2011,Texas,70-74,641867.025
2010-2011,Texas,75-79,487818.939
2010-2011,Texas,80-84,359445.534
2010-2011,Texas,85+,333770.853
2010-2011,Texas,total,25674681.0
2010-2011,Utah,0-5,262001.64600000004
2010-2011,Utah,10-14,236646.64800000002
2010-2011,Utah,15-19,222560.538
2010-2011,Utah,20-24,233829.426
2010-2011,Utah,25-29,219743.316
2010-2011,Utah,30-34,222560.538
2010-2011,Utah,35-39,183119.43
2010-2011,Utah,40-44,163398.876
2010-2011,Utah,45-49,149312.766
2010-2011,Utah,5-9,250732.75800000003
2010-2011,Utah,50-54,154947.21
2010-2011,Utah,55-59,140861.1
2010-2011,Utah,60-64,115506.10199999998
2010-2011,Utah,65-69,81699.438
2010-2011,Utah,70-74,61978.884000000005
2010-2011,Utah,75-79,47892.774000000005
2010-2011,Utah,80-84,33806.664000000004
2010-2011,Utah,85+,33806.664000000004
2010-2011,Utah,total,2817222.0
2010-2011,Vermont,0-5,30695.119000000002
2010-2011,Vermont,10-14,38212.291
2010-2011,Vermont,15-19,45103.03200000001
2010-2011,Vermont,20-24,45103.03200000001
2010-2011,Vermont,25-29,35080.136
2010-2011,Vermont,30-34,35706.567
2010-2011,Vermont,35-39,34453.705
2010-2011,Vermont,40-44,43223.739
2010-2011,Vermont,45-49,47608.756
2010-2011,Vermont,5-9,32574.412000000004
2010-2011,Vermont,50-54,52620.204000000005
2010-2011,Vermont,55-59,50740.911
2010-2011,Vermont,60-64,43223.739
2010-2011,Vermont,65-69,30068.688000000002
2010-2011,Vermont,70-74,21298.654000000002
2010-2011,Vermont,75-79,16913.637000000002
2010-2011,Vermont,80-84,13155.051000000001
2010-2011,Vermont,85+,11902.189
2010-2011,Vermont,total,626431.0
2010-2011,Virginia,0-5,510086.052
2010-2011,Virginia,10-14,518182.656
2010-2011,Virginia,15-19,550569.072
2010-2011,Virginia,20-24,582955.488
2010-2011,Virginia,25-29,558665.6760000001
2010-2011,Virginia,30-34,542472.468
2010-2011,Virginia,35-39,518182.656
2010-2011,Virginia,40-44,591052.092
2010-2011,Virginia,45-49,607245.2999999999
2010-2011,Virginia,5-9,518182.656
2010-2011,Virginia,50-54,599148.6960000001
2010-2011,Virginia,55-59,518182.656
2010-2011,Virginia,60-64,477699.63600000006
2010-2011,Virginia,65-69,331960.76399999997
2010-2011,Virginia,70-74,242898.12
2010-2011,Virginia,75-79,178125.28800000003
2010-2011,Virginia,80-84,129545.664
2010-2011,Virginia,85+,129545.664
2010-2011,Virginia,total,8096604.0
2010-2011,Washington,0-5,437122.43200000003
2010-2011,Washington,10-14,443952.47000000003
2010-2011,Washington,15-19,450782.50800000003
2010-2011,Washington,20-24,484932.698
2010-2011,Washington,25-29,484932.698
2010-2011,Washington,30-34,471272.62200000003
2010-2011,Washington,35-39,443952.47000000003
2010-2011,Washington,40-44,471272.62200000003
2010-2011,Washington,45-49,478102.66000000003
2010-2011,Washington,5-9,430292.39400000003
2010-2011,Washington,50-54,498592.774
2010-2011,Washington,55-59,457612.54600000003
2010-2011,Washington,60-64,416632.31799999997
2010-2011,Washington,65-69,286861.596
2010-2011,Washington,70-74,198071.10199999998
2010-2011,Washington,75-79,143430.798
2010-2011,Washington,80-84,109280.60800000001
2010-2011,Washington,85+,122940.68400000001
2010-2011,Washington,total,6830038.0
2010-2011,West Virginia,0-5,103900.38399999999
2010-2011,West Virginia,10-14,109466.47600000001
2010-2011,West Virginia,15-19,120598.66
2010-2011,West Virginia,20-24,122454.024
2010-2011,West Virginia,25-29,105755.748
2010-2011,West Virginia,30-34,113177.204
2010-2011,West Virginia,35-39,113177.204
2010-2011,West Virginia,40-44,120598.66
2010-2011,West Virginia,45-49,128020.11600000001
2010-2011,West Virginia,5-9,105755.748
2010-2011,West Virginia,50-54,141007.664
2010-2011,West Virginia,55-59,141007.664
2010-2011,West Virginia,60-64,131730.84399999998
2010-2011,West Virginia,65-69,96478.92800000001
2010-2011,West Virginia,70-74,70503.832
2010-2011,West Virginia,75-79,55660.92
2010-2011,West Virginia,80-84,42673.371999999996
2010-2011,West Virginia,85+,37107.28
2010-2011,West Virginia,total,1855364.0
2010-2011,Wisconsin,0-5,348417.787
2010-2011,Wisconsin,10-14,382688.389
2010-2011,Wisconsin,15-19,399823.69000000006
2010-2011,Wisconsin,20-24,388400.156
2010-2011,Wisconsin,25-29,365553.088
2010-2011,Wisconsin,30-34,365553.088
2010-2011,Wisconsin,35-39,336994.253
2010-2011,Wisconsin,40-44,376976.62200000003
2010-2011,Wisconsin,45-49,422670.75800000003
2010-2011,Wisconsin,5-9,365553.088
2010-2011,Wisconsin,50-54,439806.059
2010-2011,Wisconsin,55-59,394111.923
2010-2011,Wisconsin,60-64,342706.01999999996
2010-2011,Wisconsin,65-69,234182.44699999996
2010-2011,Wisconsin,70-74,177064.777
2010-2011,Wisconsin,75-79,142794.17500000002
2010-2011,Wisconsin,80-84,119947.107
2010-2011,Wisconsin,85+,119947.107
2010-2011,Wisconsin,total,5711767.0
2010-2011,Wyoming,0-5,39202.902
2010-2011,Wyoming,10-14,39202.902
2010-2011,Wyoming,15-19,38634.744000000006
2010-2011,Wyoming,20-24,40339.21799999999
2010-2011,Wyoming,25-29,40907.376000000004
2010-2011,Wyoming,30-34,38634.744000000006
2010-2011,Wyoming,35-39,34089.479999999996
2010-2011,Wyoming,40-44,32385.006
2010-2011,Wyoming,45-49,36930.270000000004
2010-2011,Wyoming,5-9,35793.954
2010-2011,Wyoming,50-54,43748.166
2010-2011,Wyoming,55-59,44316.324
2010-2011,Wyoming,60-64,32385.006
2010-2011,Wyoming,65-69,24998.952
2010-2011,Wyoming,70-74,16476.582
2010-2011,Wyoming,75-79,14203.95
2010-2011,Wyoming,80-84,9090.528
2010-2011,Wyoming,85+,7386.054000000001
2010-2011,Wyoming,total,568158.0
2011-2012,Alabama,0-5,303787.449
2011-2012,Alabama,10-14,323075.541
2011-2012,Alabama,15-19,332719.587
2011-2012,Alabama,20-24,342363.633
2011-2012,Alabama,25-29,303787.449
2011-2012,Alabama,30-34,303787.449
2011-2012,Alabama,35-39,294143.403
2011-2012,Alabama,40-44,323075.541
2011-2012,Alabama,45-49,323075.541
2011-2012,Alabama,5-9,313431.495
2011-2012,Alabama,50-54,347185.656
2011-2012,Alabama,55-59,323075.541
2011-2012,Alabama,60-64,289321.38
2011-2012,Alabama,65-69,231457.104
2011-2012,Alabama,70-74,173592.828
2011-2012,Alabama,75-79,125372.59800000001
2011-2012,Alabama,80-84,86796.414
2011-2012,Alabama,85+,81974.391
2011-2012,Alabama,total,4822023.0
2011-2012,Alaska,0-5,54127.22600000001
2011-2012,Alaska,10-14,51201.43000000001
2011-2012,Alaska,15-19,49738.53200000001
2011-2012,Alaska,20-24,59978.81799999999
2011-2012,Alaska,25-29,57784.471
2011-2012,Alaska,30-34,51932.87899999999
2011-2012,Alaska,35-39,45349.837999999996
2011-2012,Alaska,40-44,50469.98100000001
2011-2012,Alaska,45-49,49738.53200000001
2011-2012,Alaska,5-9,51932.87899999999
2011-2012,Alaska,50-54,54858.674999999996
2011-2012,Alaska,55-59,52664.32800000001
2011-2012,Alaska,60-64,40961.14399999999
2011-2012,Alaska,65-69,22674.918999999998
2011-2012,Alaska,70-74,17554.776
2011-2012,Alaska,75-79,9508.837000000001
2011-2012,Alaska,80-84,6583.041000000001
2011-2012,Alaska,85+,5851.592000000001
2011-2012,Alaska,total,731449.0
2011-2012,Arizona,0-5,439068.085
2011-2012,Arizona,10-14,458727.85000000003
2011-2012,Arizona,15-19,452174.59500000003
2011-2012,Arizona,20-24,471834.36000000004
2011-2012,Arizona,25-29,439068.085
2011-2012,Arizona,30-34,432514.83
2011-2012,Arizona,35-39,399748.555
2011-2012,Arizona,40-44,432514.83
2011-2012,Arizona,45-49,412855.065
2011-2012,Arizona,5-9,452174.59500000003
2011-2012,Arizona,50-54,425961.575
2011-2012,Arizona,55-59,393195.3
2011-2012,Arizona,60-64,373535.53500000003
2011-2012,Arizona,65-69,314556.24
2011-2012,Arizona,70-74,242470.43500000003
2011-2012,Arizona,75-79,170384.63
2011-2012,Arizona,80-84,124511.845
2011-2012,Arizona,85+,111405.335
2011-2012,Arizona,total,6553255.0
2011-2012,Arkansas,0-5,191693.515
2011-2012,Arkansas,10-14,197591.777
2011-2012,Arkansas,15-19,197591.777
2011-2012,Arkansas,20-24,206439.17
2011-2012,Arkansas,25-29,191693.515
2011-2012,Arkansas,30-34,188744.384
2011-2012,Arkansas,35-39,179896.991
2011-2012,Arkansas,40-44,188744.384
2011-2012,Arkansas,45-49,191693.515
2011-2012,Arkansas,5-9,206439.17
2011-2012,Arkansas,50-54,203490.03900000002
2011-2012,Arkansas,55-59,194642.646
2011-2012,Arkansas,60-64,171049.598
2011-2012,Arkansas,65-69,141558.288
2011-2012,Arkansas,70-74,112066.978
2011-2012,Arkansas,75-79,79626.53700000001
2011-2012,Arkansas,80-84,56033.489
2011-2012,Arkansas,85+,50135.227000000006
2011-2012,Arkansas,total,2949131.0
2011-2012,California,0-5,2548775.81
2011-2012,California,10-14,2548775.81
2011-2012,California,15-19,2700941.53
2011-2012,California,20-24,2929190.11
2011-2012,California,25-29,2777024.3899999997
2011-2012,California,30-34,2700941.53
2011-2012,California,35-39,2548775.81
2011-2012,California,40-44,2624858.6700000004
2011-2012,California,45-49,2624858.6700000004
2011-2012,California,5-9,2548775.81
2011-2012,California,50-54,2624858.6700000004
2011-2012,California,55-59,2320527.23
2011-2012,California,60-64,1978154.36
2011-2012,California,65-69,1483615.77
2011-2012,California,70-74,1065160.0399999998
2011-2012,California,75-79,798870.03
2011-2012,California,80-84,646704.31
2011-2012,California,85+,646704.31
2011-2012,California,total,38041430.0
2011-2012,Colorado,0-5,337192.83
2011-2012,Colorado,10-14,337192.83
2011-2012,Colorado,15-19,342380.412
2011-2012,Colorado,20-24,363130.74000000005
2011-2012,Colorado,25-29,378693.486
2011-2012,Colorado,30-34,378693.486
2011-2012,Colorado,35-39,347567.994
2011-2012,Colorado,40-44,357943.15800000005
2011-2012,Colorado,45-49,352755.576
2011-2012,Colorado,5-9,357943.15800000005
2011-2012,Colorado,50-54,373505.90400000004
2011-2012,Colorado,55-59,352755.576
2011-2012,Colorado,60-64,290504.59199999995
2011-2012,Colorado,65-69,217878.44400000002
2011-2012,Colorado,70-74,140064.714
2011-2012,Colorado,75-79,103751.64
2011-2012,Colorado,80-84,72626.14799999999
2011-2012,Colorado,85+,72626.14799999999
2011-2012,Colorado,total,5187582.0
2011-2012,Connecticut,0-5,193878.738
2011-2012,Connecticut,10-14,236962.902
2011-2012,Connecticut,15-19,258504.98400000003
2011-2012,Connecticut,20-24,229782.208
2011-2012,Connecticut,25-29,219011.167
2011-2012,Connecticut,30-34,215420.81999999998
2011-2012,Connecticut,35-39,208240.126
2011-2012,Connecticut,40-44,251324.29000000004
2011-2012,Connecticut,45-49,280047.066
2011-2012,Connecticut,5-9,215420.81999999998
2011-2012,Connecticut,50-54,287227.76
2011-2012,Connecticut,55-59,254914.637
2011-2012,Connecticut,60-64,211830.47300000003
2011-2012,Connecticut,65-69,168746.309
2011-2012,Connecticut,70-74,114891.104
2011-2012,Connecticut,75-79,89758.675
2011-2012,Connecticut,80-84,75397.28700000001
2011-2012,Connecticut,85+,86168.32800000001
2011-2012,Connecticut,total,3590347.0
2011-2012,Delaware,0-5,55942.612
2011-2012,Delaware,10-14,56859.704
