region,year,week_number,temperature_mean_c,dewpoint_mean_c,relative_humidity_mean
New Hampshire,2005,39,18.45,12.23,67.6
New Hampshire,2005,40,19.43,17.84,90.7
New Hampshire,2005,41,16.77,14.2,85.4
New Hampshire,2005,42,14.08,7.86,66.9
New Hampshire,2005,43,9.87,4.55,70.1
New Hampshire,2005,44,14.45,10.39,77.2
New Hampshire,2005,45,11.87,5.67,66.3
New Hampshire,2005,46,10.97,5.46,69.8
New Hampshire,2005,47,7.47,1.91,68.5
New Hampshire,2005,48,9.27,5.58,78.3
New Hampshire,2005,49,3.46,-2.13,67.3
New Hampshire,2005,50,2.29,-3.09,68.0
New Hampshire,2005,51,4.26,-0.96,69.2
New Hampshire,2005,52,6.34,2.86,79.2
New Hampshire,2006,1,4.45,0.47,75.9
New Hampshire,2006,2,7.22,4.46,83.2
New Hampshire,2006,3,4.51,-0.75,69.5
New Hampshire,2006,4,4.55,-0.21,72.0
New Hampshire,2006,5,6.91,4.29,84.0
New Hampshire,2006,6,1.68,-5.44,60.0
New Hampshire,2006,7,2.77,-2.89,67.2
New Hampshire,2006,8,1.68,-5.82,58.8
New Hampshire,2006,9,-1.12,-8.83,56.8
New Hampshire,2006,10,4.36,-0.32,72.2
New Hampshire,2006,11,3.8,-2.88,63.8
New Hampshire,2006,12,3.18,-2.65,66.5
New Hampshire,2006,13,6.73,3.15,78.2
New Hampshire,2006,14,6.52,2.77,77.5
New Hampshire,2006,15,8.16,5.45,83.4
New Hampshire,2006,16,8.38,4.13,75.0
New Hampshire,2006,17,8.03,4.05,77.3
New Hampshire,2006,18,9.86,7.15,83.9
New Hampshire,2006,19,9.85,8.22,90.3
New Hampshire,2006,20,11.09,9.25,88.7
New Hampshire,2006,21,12.52,9.81,84.2
New Hampshire,2006,22,15.39,14.69,95.6
New Hampshire,2006,23,14.31,12.48,89.0
New Hampshire,2006,24,15.9,13.56,86.3
New Hampshire,2006,25,18.12,17.03,93.4
New Hampshire,2006,26,19.93,18.27,90.4
New Hampshire,2006,27,20.06,17.87,87.5
New Hampshire,2006,28,21.4,19.73,90.3
New Hampshire,2006,29,22.52,21.21,92.3
New Hampshire,2006,30,22.31,20.31,88.5
New Hampshire,2006,31,23.86,21.52,86.9
New Hampshire,2006,32,22.24,16.19,69.6
New Hampshire,2006,33,21.66,19.04,85.2
New Hampshire,2006,34,20.73,16.83,78.8
New Hampshire,2006,35,19.52,16.27,82.0
New Hampshire,2006,36,19.3,16.68,85.0
New Hampshire,2006,37,17.81,13.22,75.8
New Hampshire,2006,38,18.94,14.54,77.3
New Hampshire,2006,39,18.14,13.01,72.8
New Hampshire,2006,40,16.1,11.64,75.3
New Hampshire,2006,41,14.88,9.66,72.7
New Hampshire,2006,42,14.03,8.44,70.6
New Hampshire,2006,43,11.0,5.07,67.3
New Hampshire,2006,44,11.05,4.78,66.7
New Hampshire,2006,45,13.51,9.87,79.5
New Hampshire,2006,46,14.12,11.28,83.6
New Hampshire,2006,47,9.26,4.55,73.0
New Hampshire,2006,48,11.81,8.14,79.1
New Hampshire,2006,49,5.68,-1.18,62.0
New Hampshire,2006,50,9.7,6.01,78.4
New Hampshire,2006,51,8.41,3.36,71.2
New Hampshire,2006,52,6.58,1.16,68.9
New Hampshire,2007,1,9.92,6.08,78.0
New Hampshire,2007,2,7.04,2.12,71.9
New Hampshire,2007,3,2.68,-2.54,69.5
New Hampshire,2007,4,0.25,-5.74,65.0
New Hampshire,2007,5,1.13,-5.41,62.9
New Hampshire,2007,6,-3.43,-10.1,60.5
New Hampshire,2007,7,-1.03,-7.04,64.5
New Hampshire,2007,8,0.77,-4.17,70.3
New Hampshire,2007,9,3.69,-0.01,77.3
New Hampshire,2007,10,-1.82,-7.6,65.2
New Hampshire,2007,11,4.61,1.59,81.4
New Hampshire,2007,12,4.11,-0.1,75.0
New Hampshire,2007,13,5.55,0.71,72.8
New Hampshire,2007,14,3.95,-0.56,74.2
New Hampshire,2007,15,4.7,0.07,72.6
New Hampshire,2007,16,5.93,3.33,83.6
New Hampshire,2007,17,8.33,6.42,88.1
New Hampshire,2007,18,9.19,5.56,78.5
New Hampshire,2007,19,9.78,7.89,88.5
New Hampshire,2007,20,10.67,7.69,82.4
New Hampshire,2007,21,12.68,10.29,85.5
New Hampshire,2007,22,15.34,13.27,87.6
New Hampshire,2007,23,15.21,12.73,85.6
New Hampshire,2007,24,15.49,12.93,84.9
New Hampshire,2007,25,17.08,13.38,79.4
New Hampshire,2007,26,18.57,16.38,87.4
New Hampshire,2007,27,18.91,15.57,81.4
New Hampshire,2007,28,20.89,19.17,90.1
New Hampshire,2007,29,21.08,18.92,87.9
New Hampshire,2007,30,21.35,19.76,90.8
New Hampshire,2007,31,23.11,21.07,88.7
New Hampshire,2007,32,21.33,18.07,82.3
New Hampshire,2007,33,21.42,17.43,78.9
New Hampshire,2007,34,19.43,16.66,84.7
New Hampshire,2007,35,19.87,17.08,84.6
New Hampshire,2007,36,20.34,16.91,81.0
New Hampshire,2007,37,19.35,14.86,76.4
New Hampshire,2007,38,17.87,14.3,80.4
New Hampshire,2007,39,19.57,15.8,79.7
New Hampshire,2007,40,18.42,16.29,88.0
New Hampshire,2007,41,16.27,11.83,76.0
New Hampshire,2007,42,16.57,12.64,78.5
New Hampshire,2007,43,16.35,13.08,81.7
New Hampshire,2007,44,12.45,6.02,65.8
New Hampshire,2007,45,8.9,1.64,61.0
New Hampshire,2007,46,9.6,4.18,70.2
New Hampshire,2007,47,7.53,2.12,69.2
New Hampshire,2007,48,7.06,0.84,65.5
New Hampshire,2007,49,3.79,-1.67,68.0
New Hampshire,2007,50,5.09,1.17,76.4
New Hampshire,2007,51,4.69,0.08,72.3
New Hampshire,2007,52,6.35,2.01,74.6
New Hampshire,2008,1,2.51,-2.39,70.6
New Hampshire,2008,2,8.16,5.42,83.4
New Hampshire,2008,3,2.98,-2.55,67.8
New Hampshire,2008,4,0.7,-6.0,61.5
New Hampshire,2008,5,4.22,-1.34,68.8
New Hampshire,2008,6,5.73,2.84,82.4
New Hampshire,2008,7,1.37,-4.83,64.7
New Hampshire,2008,8,2.36,-3.21,68.5
New Hampshire,2008,9,1.78,-3.11,70.8
New Hampshire,2008,10,6.18,2.29,77.1
New Hampshire,2008,11,3.66,-1.27,71.5
New Hampshire,2008,12,3.81,-3.14,61.9
New Hampshire,2008,13,4.0,-1.49,68.8
New Hampshire,2008,14,6.6,2.6,77.4
New Hampshire,2008,15,7.15,5.21,87.6
New Hampshire,2008,16,7.78,3.18,73.4
New Hampshire,2008,17,9.46,7.1,85.7
New Hampshire,2008,18,9.59,6.13,80.3
New Hampshire,2008,19,10.63,7.79,82.9
New Hampshire,2008,20,10.31,7.21,81.5
New Hampshire,2008,21,11.61,8.02,78.9
New Hampshire,2008,22,14.06,10.47,79.6
New Hampshire,2008,23,15.58,13.57,88.1
New Hampshire,2008,24,18.69,16.23,86.0
New Hampshire,2008,25,18.2,15.93,86.8
New Hampshire,2008,26,20.17,18.53,90.5
New Hampshire,2008,27,21.01,19.48,91.1
New Hampshire,2008,28,21.67,19.3,86.7
New Hampshire,2008,29,23.0,20.76,87.3
New Hampshire,2008,30,22.73,20.91,89.6
New Hampshire,2008,31,22.72,20.32,86.5
New Hampshire,2008,32,21.85,18.03,79.1
New Hampshire,2008,33,21.36,17.92,81.0
New Hampshire,2008,34,20.96,15.9,73.4
New Hampshire,2008,35,20.41,16.29,77.9
New Hampshire,2008,36,21.51,18.32,82.6
New Hampshire,2008,37,19.74,15.88,79.2
New Hampshire,2008,38,18.28,13.72,75.0
New Hampshire,2008,39,17.47,14.13,81.7
New Hampshire,2008,40,16.91,12.18,75.0
New Hampshire,2008,41,15.6,10.14,70.6
New Hampshire,2008,42,14.44,10.29,76.6
New Hampshire,2008,43,12.13,6.31,68.7
New Hampshire,2008,44,10.63,5.22,69.8
New Hampshire,2008,45,13.45,11.02,86.0
New Hampshire,2008,46,11.77,6.74,72.8
New Hampshire,2008,47,3.16,-3.96,59.9
New Hampshire,2008,48,7.85,1.13,63.2
New Hampshire,2008,49,7.38,1.75,68.2
New Hampshire,2008,50,6.1,1.05,71.2
New Hampshire,2008,51,6.83,3.11,77.5
New Hampshire,2008,52,5.37,1.05,74.3
New Hampshire,2009,1,1.79,-3.96,66.6
New Hampshire,2009,2,2.89,-2.13,70.4
New Hampshire,2009,3,-1.82,-7.35,66.5
New Hampshire,2009,4,0.11,-4.16,73.5
New Hampshire,2009,5,0.62,-5.66,63.5
New Hampshire,2009,6,0.68,-3.88,72.2
New Hampshire,2009,7,3.7,-1.84,68.4
New Hampshire,2009,8,2.33,-3.38,66.9
New Hampshire,2009,9,2.47,-2.45,70.8
New Hampshire,2009,10,1.23,-3.14,73.6
New Hampshire,2009,11,3.43,-0.9,75.0
New Hampshire,2009,12,3.7,0.07,77.7
New Hampshire,2009,13,3.91,-0.36,75.9
New Hampshire,2009,14,6.65,3.87,83.1
New Hampshire,2009,15,6.18,2.55,78.7
New Hampshire,2009,16,6.33,1.95,74.2
New Hampshire,2009,17,8.74,6.46,86.0
New Hampshire,2009,18,10.41,8.03,85.7
New Hampshire,2009,19,10.69,9.42,92.4
New Hampshire,2009,20,11.66,9.56,87.5
New Hampshire,2009,21,12.45,8.92,79.6
New Hampshire,2009,22,13.32,11.03,86.7
New Hampshire,2009,23,13.74,11.07,84.8
New Hampshire,2009,24,14.93,13.98,94.1
New Hampshire,2009,25,15.95,13.78,87.2
New Hampshire,2009,26,16.98,15.67,92.0
New Hampshire,2009,27,18.71,16.86,89.3
New Hampshire,2009,28,18.48,15.45,83.0
New Hampshire,2009,29,19.99,16.94,83.0
New Hampshire,2009,30,20.28,18.9,91.9
New Hampshire,2009,31,21.58,20.46,93.4
New Hampshire,2009,32,21.74,17.97,80.1
New Hampshire,2009,33,21.47,19.99,91.3
New Hampshire,2009,34,23.17,21.86,92.4
New Hampshire,2009,35,21.89,18.85,83.6
New Hampshire,2009,36,19.26,14.48,74.3
New Hampshire,2009,37,18.61,15.43,82.2
New Hampshire,2009,38,17.89,12.97,73.5
New Hampshire,2009,39,18.23,14.5,79.6
New Hampshire,2009,40,16.76,12.08,74.8
New Hampshire,2009,41,16.46,10.3,67.7
New Hampshire,2009,42,11.33,5.54,68.6
New Hampshire,2009,43,13.24,9.25,77.6
New Hampshire,2009,44,12.61,8.72,77.7
New Hampshire,2009,45,9.8,4.07,68.2
New Hampshire,2009,46,13.05,10.68,85.7
New Hampshire,2009,47,11.63,7.49,76.3
New Hampshire,2009,48,10.58,7.65,82.6
New Hampshire,2009,49,10.03,5.22,72.7
New Hampshire,2009,50,5.46,-0.93,64.0
New Hampshire,2009,51,2.55,-2.21,71.6
New Hampshire,2009,52,2.83,-1.23,74.8
New Hampshire,2009,53,1.53,-2.66,74.5
New Hampshire,2010,1,-0.96,-5.9,69.6
New Hampshire,2010,2,1.68,-3.49,69.0
New Hampshire,2010,3,3.3,-0.69,75.8
New Hampshire,2010,4,1.32,-4.35,66.5
New Hampshire,2010,5,-0.51,-7.62,59.4
New Hampshire,2010,6,0.21,-5.48,66.4
New Hampshire,2010,7,2.3,-2.15,72.8
New Hampshire,2010,8,3.03,0.16,81.8
New Hampshire,2010,9,2.92,-1.01,75.9
New Hampshire,2010,10,5.31,2.78,84.0
New Hampshire,2010,11,6.09,3.42,83.4
New Hampshire,2010,12,5.64,1.85,77.7
New Hampshire,2010,13,7.78,6.52,91.9
New Hampshire,2010,14,9.76,6.72,82.3
New Hampshire,2010,15,8.23,4.46,77.5
New Hampshire,2010,16,9.6,6.12,79.3
New Hampshire,2010,17,10.24,6.26,77.3
New Hampshire,2010,18,12.58,8.87,79.1
New Hampshire,2010,19,10.36,5.27,71.8
New Hampshire,2010,20,13.09,10.75,86.2
New Hampshire,2010,21,14.85,13.32,90.9
New Hampshire,2010,22,17.5,16.09,91.7
New Hampshire,2010,23,15.97,12.54,80.7
New Hampshire,2010,24,18.35,16.19,87.4
New Hampshire,2010,25,21.18,18.95,87.3
New Hampshire,2010,26,20.99,16.19,74.9
New Hampshire,2010,27,23.13,20.95,87.8
New Hampshire,2010,28,23.46,21.81,90.6
New Hampshire,2010,29,23.98,21.53,86.5
New Hampshire,2010,30,22.57,18.05,76.1
New Hampshire,2010,31,22.77,18.72,78.8
New Hampshire,2010,32,22.14,18.17,78.9
New Hampshire,2010,33,22.8,19.91,84.1
New Hampshire,2010,34,20.73,17.38,81.6
New Hampshire,2010,35,22.55,18.71,79.8
New Hampshire,2010,36,19.81,14.04,69.9
New Hampshire,2010,37,18.09,13.24,74.0
New Hampshire,2010,38,19.13,15.37,80.1
New Hampshire,2010,39,19.5,16.94,85.7
New Hampshire,2010,40,16.43,10.88,70.6
New Hampshire,2010,41,14.35,9.59,73.6
New Hampshire,2010,42,12.83,6.0,63.7
New Hampshire,2010,43,14.62,11.06,80.3
New Hampshire,2010,44,9.95,3.95,67.3
New Hampshire,2010,45,9.78,5.78,76.5
New Hampshire,2010,46,10.55,5.49,72.1
New Hampshire,2010,47,8.66,2.11,64.6
New Hampshire,2010,48,6.96,0.94,65.9
New Hampshire,2010,49,3.02,-3.11,64.4
New Hampshire,2010,50,2.26,-3.36,66.9
New Hampshire,2010,51,2.2,-2.54,71.4
New Hampshire,2010,52,3.6,0.2,78.8
New Hampshire,2011,1,1.96,-4.59,62.8
New Hampshire,2011,2,-0.28,-4.85,71.7
New Hampshire,2011,3,0.15,-4.45,71.7
New Hampshire,2011,4,0.07,-4.49,72.0
New Hampshire,2011,5,1.9,-2.72,72.3
New Hampshire,2011,6,0.68,-4.91,67.0
New Hampshire,2011,7,2.58,-2.8,68.5
New Hampshire,2011,8,0.87,-4.34,69.4
New Hampshire,2011,9,3.2,-2.21,69.1
New Hampshire,2011,10,4.95,1.31,77.9
New Hampshire,2011,11,4.72,1.08,77.7
New Hampshire,2011,12,2.81,-3.19,66.3
New Hampshire,2011,13,4.0,-1.43,68.9
New Hampshire,2011,14,5.87,2.85,81.5
New Hampshire,2011,15,7.99,5.73,86.1
New Hampshire,2011,16,8.25,5.0,81.0
New Hampshire,2011,17,11.16,9.93,92.5
New Hampshire,2011,18,11.19,8.45,83.7
New Hampshire,2011,19,11.0,8.12,82.7
New Hampshire,2011,20,12.66,12.13,96.7
New Hampshire,2011,21,15.16,14.39,95.2
New Hampshire,2011,22,15.83,13.05,84.2
New Hampshire,2011,23,17.22,15.62,90.4
New Hampshire,2011,24,16.57,14.13,85.7
New Hampshire,2011,25,18.3,16.92,91.8
New Hampshire,2011,26,19.98,17.89,88.0
New Hampshire,2011,27,21.87,19.87,88.9
New Hampshire,2011,28,21.6,18.09,80.9
New Hampshire,2011,29,22.73,21.12,90.8
New Hampshire,2011,30,22.33,19.2,82.7
New Hampshire,2011,31,22.32,19.33,83.4
New Hampshire,2011,32,22.83,19.79,83.4
New Hampshire,2011,33,21.93,19.94,88.6
New Hampshire,2011,34,22.2,18.99,82.8
New Hampshire,2011,35,19.51,16.34,82.1
New Hampshire,2011,36,19.62,17.71,88.9
New Hampshire,2011,37,18.22,14.32,79.3
New Hampshire,2011,38,18.93,17.06,89.5
New Hampshire,2011,39,19.61,17.93,90.3
New Hampshire,2011,40,16.0,9.54,66.7
New Hampshire,2011,41,17.61,13.34,77.3
New Hampshire,2011,42,16.08,10.8,71.6
New Hampshire,2011,43,11.43,5.62,68.6
New Hampshire,2011,44,10.35,3.33,62.4
New Hampshire,2011,45,12.69,9.07,79.5
New Hampshire,2011,46,12.26,8.1,76.6
New Hampshire,2011,47,10.77,7.02,77.9
New Hampshire,2011,48,11.11,5.85,70.6
New Hampshire,2011,49,10.65,6.02,74.1
New Hampshire,2011,50,7.29,1.29,66.0
New Hampshire,2011,51,7.29,1.82,69.0
New Hampshire,2011,52,7.83,2.97,72.1
New Hampshire,2012,1,4.72,-1.0,66.9
New Hampshire,2012,2,4.37,-1.03,68.5
New Hampshire,2012,3,2.2,-3.19,68.3
New Hampshire,2012,4,6.83,2.62,75.3
New Hampshire,2012,5,5.28,-1.07,64.5
New Hampshire,2012,6,3.93,-1.81,66.7
New Hampshire,2012,7,5.14,-0.02,69.9
New Hampshire,2012,8,5.58,-0.23,67.6
New Hampshire,2012,9,6.03,1.04,71.8
New Hampshire,2012,10,5.42,-1.61,61.4
New Hampshire,2012,11,7.79,5.69,86.7
New Hampshire,2012,12,9.7,8.16,90.6
New Hampshire,2012,13,6.61,0.24,66.0
New Hampshire,2012,14,7.27,0.87,64.6
New Hampshire,2012,15,9.18,4.97,75.3
New Hampshire,2012,16,11.67,9.15,85.5
New Hampshire,2012,17,10.05,4.84,71.1
New Hampshire,2012,18,10.0,6.98,83.6
New Hampshire,2012,19,12.6,9.28,80.7
New Hampshire,2012,20,14.05,11.03,82.6
New Hampshire,2012,21,15.22,14.62,96.2
New Hampshire,2012,22,17.81,15.87,88.8
New Hampshire,2012,23,15.23,12.6,84.5
New Hampshire,2012,24,16.49,13.58,83.0
New Hampshire,2012,25,19.48,16.78,84.6
New Hampshire,2012,26,20.69,16.59,77.7
New Hampshire,2012,27,22.29,19.53,84.6
New Hampshire,2012,28,22.39,18.61,79.5
New Hampshire,2012,29,22.27,18.32,78.7
New Hampshire,2012,30,22.39,19.66,85.1
New Hampshire,2012,31,22.55,20.83,90.1
New Hampshire,2012,32,23.86,21.48,86.8
New Hampshire,2012,33,23.16,20.28,84.0
New Hampshire,2012,34,22.35,17.92,76.6
New Hampshire,2012,35,22.47,17.43,73.9
New Hampshire,2012,36,22.11,19.84,87.1
New Hampshire,2012,37,19.69,12.95,65.6
New Hampshire,2012,38,19.08,13.76,71.9
New Hampshire,2012,39,18.07,13.11,74.3
New Hampshire,2012,40,18.16,15.13,83.3
New Hampshire,2012,41,13.79,7.62,67.0
New Hampshire,2012,42,15.88,11.44,75.8
New Hampshire,2012,43,14.81,9.67,71.7
New Hampshire,2012,44,12.53,8.0,74.2
New Hampshire,2012,45,8.39,2.91,69.2
New Hampshire,2012,46,9.88,5.85,76.3
New Hampshire,2012,47,8.99,4.5,73.9
New Hampshire,2012,48,7.45,2.05,69.7
New Hampshire,2012,49,9.96,6.34,78.9
New Hampshire,2012,50,7.84,2.34,69.2
New Hampshire,2012,51,7.79,3.67,75.6
New Hampshire,2012,52,4.7,0.68,75.8
New Hampshire,2013,1,2.02,-3.47,67.2
New Hampshire,2013,2,6.95,3.05,76.9
New Hampshire,2013,3,5.89,1.54,74.7
New Hampshire,2013,4,-3.19,-9.62,61.7
New Hampshire,2013,5,3.51,-1.71,70.0
New Hampshire,2013,6,-0.06,-5.52,68.0
New Hampshire,2013,7,3.71,-0.07,77.0
New Hampshire,2013,8,1.7,-3.09,71.5
New Hampshire,2013,9,3.7,0.32,79.0
New Hampshire,2013,10,2.62,-0.79,78.8
New Hampshire,2013,11,3.67,-1.61,69.9
New Hampshire,2013,12,2.55,-3.24,66.9
New Hampshire,2013,13,4.63,1.01,77.6
New Hampshire,2013,14,4.51,-1.89,65.1
New Hampshire,2013,15,7.3,5.22,87.0
New Hampshire,2013,16,8.41,5.32,81.9
New Hampshire,2013,17,8.01,5.39,84.0
New Hampshire,2013,18,9.12,6.45,83.5
New Hampshire,2013,19,11.48,10.6,94.5
New Hampshire,2013,20,12.05,7.58,74.8
New Hampshire,2013,21,13.48,12.07,91.6
New Hampshire,2013,22,14.95,12.71,86.7
New Hampshire,2013,23,15.91,13.48,86.0
New Hampshire,2013,24,16.59,14.0,85.0
New Hampshire,2013,25,17.35,15.39,88.4
New Hampshire,2013,26,20.35,19.23,93.4
New Hampshire,2013,27,21.99,20.71,92.5
New Hampshire,2013,28,22.38,21.21,93.2
New Hampshire,2013,29,24.64,22.31,87.0
New Hampshire,2013,30,21.9,20.18,90.1
New Hampshire,2013,31,21.67,18.51,82.5
New Hampshire,2013,32,21.0,16.89,78.1
New Hampshire,2013,33,20.35,16.65,80.0
New Hampshire,2013,34,20.86,17.61,82.4
New Hampshire,2013,35,20.57,18.85,90.0
New Hampshire,2013,36,20.16,16.14,78.6
New Hampshire,2013,37,19.53,15.43,78.1
New Hampshire,2013,38,17.75,12.43,71.8
New Hampshire,2013,39,15.66,10.19,70.3
New Hampshire,2013,40,17.8,15.32,85.6
New Hampshire,2013,41,16.38,12.72,79.6
New Hampshire,2013,42,15.7,11.52,77.0
New Hampshire,2013,43,12.79,4.96,59.5
New Hampshire,2013,44,13.65,8.37,71.6
New Hampshire,2013,45,10.07,3.78,65.4
New Hampshire,2013,46,9.43,3.25,65.9
New Hampshire,2013,47,8.34,2.02,65.6
New Hampshire,2013,48,5.41,-0.65,65.8
New Hampshire,2013,49,7.54,4.11,79.5
New Hampshire,2013,50,3.17,-1.44,72.4
New Hampshire,2013,51,6.31,2.0,74.6
New Hampshire,2013,52,5.41,0.5,71.4
New Hampshire,2014,1,0.7,-4.07,71.4
New Hampshire,2014,2,2.97,-0.97,75.9
New Hampshire,2014,3,6.03,3.23,82.7
New Hampshire,2014,4,-2.35,-7.43,68.8
New Hampshire,2014,5,0.82,-4.85,66.5
New Hampshire,2014,6,0.37,-4.15,72.5
New Hampshire,2014,7,-0.19,-4.58,73.1
New Hampshire,2014,8,3.76,-0.3,75.6
New Hampshire,2014,9,-1.07,-7.81,60.9
New Hampshire,2014,10,-0.54,-6.13,66.5
New Hampshire,2014,11,3.16,-1.86,70.6
New Hampshire,2014,12,2.73,-2.74,67.9
New Hampshire,2014,13,2.61,-3.38,67.1
New Hampshire,2014,14,4.48,1.26,80.1
New Hampshire,2014,15,7.01,4.09,82.3
New Hampshire,2014,16,6.82,2.98,77.6
New Hampshire,2014,17,7.41,4.14,80.7
New Hampshire,2014,18,8.41,5.78,83.8
New Hampshire,2014,19,10.56,7.78,83.4
New Hampshire,2014,20,12.37,10.35,87.7
New Hampshire,2014,21,12.47,9.9,84.8
New Hampshire,2014,22,12.74,9.69,81.9
New Hampshire,2014,23,15.21,13.11,87.5
New Hampshire,2014,24,16.47,14.88,90.5
New Hampshire,2014,25,17.95,14.75,81.9
New Hampshire,2014,26,18.88,16.27,85.0
New Hampshire,2014,27,20.7,18.54,87.9
New Hampshire,2014,28,20.65,18.47,87.5
New Hampshire,2014,29,21.07,18.62,86.2
New Hampshire,2014,30,21.39,18.75,85.2
New Hampshire,2014,31,21.16,17.8,81.5
New Hampshire,2014,32,21.41,18.14,82.0
New Hampshire,2014,33,21.21,17.18,78.3
New Hampshire,2014,34,19.63,15.84,78.9
New Hampshire,2014,35,20.69,17.07,80.1
New Hampshire,2014,36,22.24,20.21,88.6
New Hampshire,2014,37,19.22,15.05,77.0
New Hampshire,2014,38,17.97,11.95,68.5
New Hampshire,2014,39,18.15,13.86,76.7
New Hampshire,2014,40,17.14,14.47,84.8
New Hampshire,2014,41,16.7,10.06,65.9
New Hampshire,2014,42,17.89,14.06,78.9
New Hampshire,2014,43,13.99,9.9,77.4
New Hampshire,2014,44,13.65,8.97,73.9
New Hampshire,2014,45,11.74,6.01,68.5
New Hampshire,2014,46,9.94,4.02,67.9
New Hampshire,2014,47,7.07,0.96,65.6
New Hampshire,2014,48,8.7,4.3,74.5
New Hampshire,2014,49,8.71,4.57,75.9
New Hampshire,2014,50,5.13,1.19,76.0
New Hampshire,2014,51,5.92,1.79,75.1
New Hampshire,2014,52,9.18,6.15,81.9
New Hampshire,2015,1,4.13,-2.87,61.3
New Hampshire,2015,2,-1.09,-7.12,64.3
New Hampshire,2015,3,1.82,-2.98,71.0
New Hampshire,2015,4,2.74,-2.31,70.5
New Hampshire,2015,5,-1.85,-5.94,74.2
New Hampshire,2015,6,-0.34,-4.76,72.8
New Hampshire,2015,7,-1.64,-5.13,77.7
New Hampshire,2015,8,-4.2,-8.22,74.3
New Hampshire,2015,9,-3.49,-8.89,66.8
New Hampshire,2015,10,-0.16,-4.34,74.4
New Hampshire,2015,11,3.63,-0.27,76.8
New Hampshire,2015,12,1.0,-5.61,63.5
New Hampshire,2015,13,1.99,-2.73,73.4
New Hampshire,2015,14,4.74,0.56,75.3
New Hampshire,2015,15,5.43,3.14,85.6
New Hampshire,2015,16,7.75,4.78,82.0
New Hampshire,2015,17,7.05,3.01,76.4
New Hampshire,2015,18,7.3,4.55,82.9
New Hampshire,2015,19,10.56,9.24,91.9
New Hampshire,2015,20,12.77,10.52,86.8
New Hampshire,2015,21,12.26,8.26,77.9
New Hampshire,2015,22,15.31,13.9,91.5
New Hampshire,2015,23,12.9,10.52,85.6
New Hampshire,2015,24,17.02,15.03,88.2
New Hampshire,2015,25,17.73,15.38,86.6
New Hampshire,2015,26,19.42,16.7,84.5
New Hampshire,2015,27,19.39,16.94,85.9
New Hampshire,2015,28,21.09,18.98,88.0
New Hampshire,2015,29,21.54,18.55,83.6
New Hampshire,2015,30,22.15,18.48,80.2
New Hampshire,2015,31,23.17,20.83,87.1
New Hampshire,2015,32,22.25,18.55,80.0
New Hampshire,2015,33,21.81,18.78,83.1
New Hampshire,2015,34,23.12,21.8,92.3
New Hampshire,2015,35,22.48,18.76,80.2
New Hampshire,2015,36,21.83,18.93,83.9
New Hampshire,2015,37,22.15,20.04,88.0
New Hampshire,2015,38,21.05,17.7,81.6
New Hampshire,2015,39,17.95,12.17,69.1
New Hampshire,2015,40,17.28,14.53,84.0
New Hampshire,2015,41,15.57,10.71,73.1
New Hampshire,2015,42,14.71,8.62,68.0
New Hampshire,2015,43,13.18,7.5,69.0
New Hampshire,2015,44,13.4,7.66,69.0
New Hampshire,2015,45,15.24,11.62,79.7
New Hampshire,2015,46,12.1,6.66,70.4
New Hampshire,2015,47,11.5,6.21,70.4
New Hampshire,2015,48,9.68,3.71,67.9
New Hampshire,2015,49,9.38,4.65,73.0
New Hampshire,2015,50,11.16,8.12,81.9
New Hampshire,2015,51,9.82,5.59,76.0
New Hampshire,2015,52,12.0,9.99,88.2
New Hampshire,2015,53,6.6,1.62,71.3
New Hampshire,2016,1,4.73,-0.65,69.2
New Hampshire,2016,2,4.42,-1.31,67.2
New Hampshire,2016,3,-0.11,-5.67,67.2
New Hampshire,2016,4,5.16,-0.12,69.2
New Hampshire,2016,5,6.53,2.41,75.8
New Hampshire,2016,6,-2.56,-6.71,74.0
New Hampshire,2016,7,3.45,-1.4,71.1
New Hampshire,2016,8,4.79,0.01,72.3
New Hampshire,2016,9,3.52,-2.84,64.4
New Hampshire,2016,10,7.21,4.13,81.4
New Hampshire,2016,11,5.84,2.0,77.6
New Hampshire,2016,12,5.68,1.97,77.8
New Hampshire,2016,13,7.36,3.62,78.7
New Hampshire,2016,14,4.7,-1.5,65.8
New Hampshire,2016,15,7.04,2.39,72.6
New Hampshire,2016,16,8.83,5.44,80.3
New Hampshire,2016,17,7.87,3.77,75.7
New Hampshire,2016,18,8.82,7.5,91.6
New Hampshire,2016,19,10.96,7.9,82.1
New Hampshire,2016,20,11.3,7.8,79.9
New Hampshire,2016,21,14.71,12.6,87.4
New Hampshire,2016,22,15.72,14.84,94.6
New Hampshire,2016,23,16.54,12.94,80.1
New Hampshire,2016,24,16.55,12.97,79.7
New Hampshire,2016,25,18.39,15.63,84.3
New Hampshire,2016,26,20.34,17.88,86.2
New Hampshire,2016,27,20.67,18.85,89.4
New Hampshire,2016,28,21.67,19.89,89.7
New Hampshire,2016,29,23.16,19.44,80.1
New Hampshire,2016,30,23.11,21.18,89.1
New Hampshire,2016,31,21.5,17.56,78.5
New Hampshire,2016,32,24.04,21.76,87.4
New Hampshire,2016,33,24.06,21.57,86.1
New Hampshire,2016,34,22.79,18.37,76.8
New Hampshire,2016,35,21.88,17.89,78.3
New Hampshire,2016,36,21.25,19.39,89.4
New Hampshire,2016,37,19.6,14.9,75.0
New Hampshire,2016,38,19.85,16.42,82.4
New Hampshire,2016,39,17.32,13.91,81.5
